Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,BldgType,HouseStyle,OverallQual,OverallCond,Foundation,BsmtQual,BsmtCond,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Fireplaces,FireplaceQu,GarageQual,GarageCond,PoolQC,Fence,SaleCondition,SalePrice
639,30,RL,67,8777,Reg,1Fam,1Story,5,7,CBlock,Fa,TA,GasA,Gd,Y,FuseA,TA,0,NA,NA,NA,NA,MnPrv,Normal,85000
640,120,RL,53,3982,Reg,TwnhsE,1Story,8,5,PConc,Gd,Gd,GasA,Ex,Y,SBrkr,Ex,1,Gd,TA,TA,NA,NA,Partial,264561
641,120,RL,62,12677,IR1,TwnhsE,1Story,8,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Ex,1,Gd,TA,TA,NA,NA,Normal,274000
642,60,FV,NA,7050,Reg,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,226000
643,80,RL,75,13860,Reg,1Fam,SLvl,8,7,CBlock,Gd,TA,GasA,Gd,Y,SBrkr,Ex,3,TA,TA,TA,NA,MnPrv,Normal,345000
644,60,RL,80,10793,Reg,1Fam,2Story,5,5,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,0,NA,TA,TA,NA,GdWo,Normal,152000
645,20,FV,85,9187,Reg,1Fam,1Story,9,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Ex,1,Gd,TA,TA,NA,NA,Partial,370878
646,20,RL,NA,10530,IR1,1Fam,1Story,6,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,143250
647,20,RL,60,7200,Reg,1Fam,1Story,5,5,CBlock,NA,NA,GasA,Gd,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,98300
648,20,RL,85,10452,IR1,1Fam,1Story,6,5,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,2,Gd,TA,TA,NA,NA,Normal,155000
649,60,RL,70,7700,Reg,1Fam,2Story,6,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,1,TA,TA,TA,NA,NA,Normal,155000
650,180,RM,21,1936,Reg,Twnhs,SFoyer,4,6,CBlock,Gd,TA,GasA,Gd,Y,SBrkr,TA,0,NA,NA,NA,NA,MnPrv,Normal,84500
651,60,FV,65,8125,Reg,1Fam,2Story,7,6,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,205950
652,70,RL,60,9084,Reg,1Fam,2Story,4,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,1,Gd,Fa,Po,NA,MnPrv,Normal,108000
653,60,RL,70,8750,Reg,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,191000
654,50,RM,60,10320,Reg,1Fam,1.5Fin,6,7,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,0,NA,TA,TA,NA,MnPrv,Normal,135000
655,20,RL,91,10437,IR1,1Fam,1Story,8,6,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,350000
656,160,RM,21,1680,Reg,Twnhs,2Story,6,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Family,88000
657,20,RL,72,10007,IR1,1Fam,1Story,5,7,CBlock,TA,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,MnPrv,Normal,145500
658,70,RL,60,7200,Reg,1Fam,2Story,7,6,BrkTil,Gd,TA,GasA,TA,Y,SBrkr,TA,1,Gd,TA,TA,NA,MnPrv,Normal,149000
659,50,RL,78,17503,Reg,1Fam,1.5Fin,6,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,1,Gd,TA,TA,NA,NA,Abnorml,97500
660,20,RL,75,9937,Reg,1Fam,1Story,5,7,PConc,TA,TA,GasA,Ex,Y,SBrkr,TA,0,NA,TA,TA,NA,MnPrv,Normal,167000
661,60,RL,NA,12384,Reg,1Fam,2Story,7,7,CBlock,Gd,TA,GasA,TA,Y,SBrkr,TA,1,TA,TA,TA,NA,NA,Normal,197900
662,60,RL,52,46589,IR2,1Fam,2Story,8,7,PConc,Gd,Gd,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,402000
663,20,RL,120,13560,Reg,1Fam,1Story,6,3,CBlock,Fa,Fa,GasA,Gd,Y,SBrkr,TA,2,TA,TA,TA,NA,NA,Normal,110000
664,85,RL,90,10012,Reg,1Fam,SFoyer,4,5,CBlock,Gd,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,MnPrv,Normal,137500
665,20,RL,49,20896,IR2,1Fam,1Story,8,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Ex,1,Ex,TA,TA,NA,NA,Partial,423000
666,60,RL,106,11194,IR1,1Fam,2Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,230500
667,60,RL,NA,18450,IR1,1Fam,2Story,6,5,CBlock,Gd,TA,GasA,TA,Y,SBrkr,TA,1,Po,TA,TA,NA,NA,Abnorml,129000
668,20,RL,65,8125,Reg,1Fam,1Story,6,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Fa,TA,TA,NA,NA,Normal,193500
669,20,RL,NA,14175,Reg,1Fam,1Story,5,6,CBlock,TA,TA,GasA,Gd,Y,SBrkr,TA,1,TA,TA,TA,NA,NA,Normal,168000
670,30,RL,80,11600,Reg,1Fam,1Story,4,5,BrkTil,Fa,TA,GasA,Ex,Y,SBrkr,Fa,1,Gd,TA,Fa,NA,NA,Normal,137500
671,60,RL,64,8633,Reg,1Fam,2Story,6,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,173500
672,70,RH,54,6629,Reg,1Fam,2Story,6,6,BrkTil,TA,TA,GasA,TA,N,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,103600
673,20,RL,NA,11250,IR1,1Fam,1Story,6,6,CBlock,Gd,TA,GasA,TA,Y,SBrkr,TA,1,TA,TA,TA,NA,NA,Normal,165000
674,20,RL,110,14442,Reg,1Fam,1Story,6,7,PConc,TA,TA,GasA,Ex,Y,SBrkr,Gd,2,TA,TA,TA,NA,NA,Normal,257500
675,20,RL,80,9200,Reg,1Fam,1Story,6,6,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,1,Gd,TA,TA,NA,NA,Normal,140000
676,160,RL,24,2289,Reg,Twnhs,2Story,6,6,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,1,TA,TA,TA,NA,NA,Normal,148500
677,70,RM,60,9600,Reg,1Fam,2Story,4,2,BrkTil,TA,Fa,GasW,Fa,N,SBrkr,TA,0,NA,Fa,Fa,NA,NA,Normal,87000
678,30,RL,52,9022,Reg,1Fam,1Story,5,8,BrkTil,TA,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,Fa,Fa,NA,NA,Normal,109500
679,20,RL,80,11844,IR1,1Fam,1Story,8,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Partial,372500
680,20,RL,NA,9945,IR1,1Fam,1Story,5,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,128500
681,120,RL,50,8012,Reg,TwnhsE,1Story,6,5,CBlock,Gd,TA,GasA,TA,Y,SBrkr,TA,1,TA,TA,TA,NA,NA,Normal,143000
682,50,RH,55,4500,IR2,1Fam,1.5Fin,5,5,BrkTil,TA,TA,GasA,Ex,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Abnorml,159434
683,120,RL,NA,2887,Reg,1Fam,1Story,6,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,173000
684,20,RL,90,11248,IR1,1Fam,1Story,9,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,285000
685,60,RL,58,16770,IR2,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Gd,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,221000
686,160,RL,NA,5062,IR1,TwnhsE,2Story,7,5,CBlock,Gd,TA,GasA,Gd,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,207500
687,60,FV,84,10207,Reg,1Fam,2Story,7,6,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Partial,227875
688,160,FV,NA,5105,IR2,TwnhsE,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,148800
689,20,RL,60,8089,Reg,1Fam,1Story,8,6,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Partial,392000
690,120,RL,61,7577,IR1,TwnhsE,1Story,6,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,194700
691,120,RM,NA,4426,Reg,TwnhsE,1Story,6,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,141000
692,60,RL,104,21535,IR1,1Fam,2Story,10,6,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Ex,2,Ex,TA,TA,NA,NA,Normal,755000
693,60,RL,42,26178,IR1,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,2,Gd,TA,TA,NA,NA,Normal,335000
694,30,RL,60,5400,Reg,1Fam,1Story,5,6,BrkTil,TA,TA,GasA,Ex,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Abnorml,108480
695,50,RM,51,6120,Reg,1Fam,1.5Fin,5,6,BrkTil,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,MnPrv,Normal,141500
696,20,RL,54,13811,IR1,1Fam,1Story,6,6,CBlock,Gd,Gd,GasA,Gd,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,176000
697,30,RM,50,6000,Reg,1Fam,1Story,5,7,CBlock,TA,TA,GasA,Gd,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,89000
698,20,RL,57,6420,IR1,1Fam,1Story,5,7,PConc,Ex,Gd,GasA,Fa,Y,FuseA,TA,0,NA,TA,TA,NA,NA,Normal,123500
699,20,RL,65,8450,Reg,1Fam,1Story,5,8,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,1,Gd,TA,TA,NA,MnPrv,Normal,138500
700,120,FV,59,4282,IR2,TwnhsE,1Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,196000
701,20,RL,85,14331,Reg,1Fam,1Story,8,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,312500
702,20,RL,80,9600,Reg,1Fam,1Story,7,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,140000
703,60,RL,82,12438,IR1,1Fam,2Story,8,5,PConc,Ex,Gd,GasA,Ex,Y,SBrkr,Ex,1,Gd,TA,TA,NA,NA,Partial,361919
704,190,RM,76,7630,Reg,2fmCon,2Story,5,9,BrkTil,Gd,TA,GasA,Gd,Y,SBrkr,Gd,1,Po,TA,TA,NA,MnPrv,Normal,140000
705,20,RL,70,8400,Reg,1Fam,1Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,213000
706,190,RM,70,5600,Reg,2fmCon,2Story,4,5,Slab,NA,NA,GasA,Fa,N,SBrkr,Fa,0,NA,NA,NA,NA,NA,Normal,55000
707,20,RL,NA,115149,IR2,1Fam,1Story,7,5,CBlock,Gd,TA,GasA,TA,Y,SBrkr,Gd,2,TA,TA,TA,NA,NA,Normal,302000
708,120,RL,48,6240,Reg,TwnhsE,1Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,254000
709,60,RL,65,9018,IR1,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Partial,179540
710,20,RL,NA,7162,IR1,1Fam,1Story,5,7,PConc,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,MnPrv,Abnorml,109900
711,30,RL,56,4130,IR1,1Fam,1Story,3,6,CBlock,TA,TA,GasA,Gd,Y,SBrkr,TA,0,NA,NA,NA,NA,NA,Normal,52000
712,50,C (all),66,8712,Reg,1Fam,1.5Fin,4,7,Stone,TA,TA,GasA,Gd,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Abnorml,102776
713,120,RL,40,4671,IR1,TwnhsE,1Story,8,5,PConc,Gd,TA,GasA,Gd,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,189000
714,190,RL,60,9873,Reg,2fmCon,1Story,4,5,CBlock,TA,TA,GasW,TA,N,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,129000
715,60,RL,NA,13517,IR1,1Fam,2Story,6,8,CBlock,TA,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,130500
716,20,RL,78,10140,Reg,1Fam,1Story,6,5,CBlock,Gd,TA,GasA,TA,Y,SBrkr,TA,1,TA,TA,TA,NA,MnPrv,Normal,165000
717,70,RM,60,10800,Reg,1Fam,2Story,7,8,BrkTil,TA,TA,GasA,Ex,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,159500
718,20,RL,80,10000,Reg,1Fam,1Story,5,6,CBlock,Gd,TA,GasA,Gd,Y,SBrkr,Gd,1,Fa,TA,TA,NA,MnPrv,Normal,157000
719,60,RL,96,10542,Reg,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,341000
720,20,RL,69,9920,IR1,1Fam,1Story,5,6,CBlock,Gd,TA,GasA,TA,Y,SBrkr,TA,1,Po,TA,TA,NA,NA,Normal,128500
721,120,RL,NA,6563,IR1,1Fam,1Story,8,5,PConc,Gd,TA,GasA,TA,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,275000
722,120,RM,NA,4426,Reg,TwnhsE,1Story,6,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,143000
723,20,RL,70,8120,Reg,1Fam,1Story,4,7,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,124500
724,50,RL,60,8172,Reg,1Fam,1.5Fin,4,6,PConc,TA,TA,GasA,Ex,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,135000
725,20,RL,86,13286,IR1,1Fam,1Story,9,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Ex,1,Gd,TA,TA,NA,NA,Normal,320000
726,20,RL,60,6960,Reg,1Fam,1Story,4,6,CBlock,TA,TA,GasA,TA,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,120500
727,20,RL,NA,21695,IR1,1Fam,1Story,6,9,CBlock,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,222000
728,20,RL,64,7314,Reg,1Fam,1Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,194500
729,90,RL,85,11475,Reg,Duplex,1Story,5,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Abnorml,110000
730,30,RM,52,6240,Reg,1Fam,1.5Fin,4,5,CBlock,TA,TA,GasA,TA,Y,FuseA,TA,0,NA,TA,TA,NA,NA,Normal,103000
731,120,RL,39,5389,IR1,TwnhsE,1Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,236500
732,80,RL,73,9590,IR1,1Fam,SLvl,7,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,187500
733,60,RL,75,11404,IR1,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,222500
734,20,RL,80,10000,Reg,1Fam,1Story,5,6,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,1,TA,TA,TA,NA,GdWo,Normal,131400
735,20,RL,NA,8978,IR1,1Fam,1Story,5,5,PConc,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Family,108000
736,75,RM,60,10800,Reg,1Fam,2.5Unf,7,7,BrkTil,Gd,TA,GasW,Fa,N,SBrkr,TA,2,TA,TA,TA,NA,NA,Normal,163000
737,90,RL,60,8544,Reg,Duplex,1Story,3,4,CBlock,NA,NA,GasA,Gd,N,FuseF,TA,0,NA,TA,TA,NA,NA,Normal,93500
738,60,RL,72,10463,IR1,1Fam,2Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,239900
739,90,RL,60,10800,Reg,Duplex,1Story,5,5,CBlock,Gd,Gd,GasA,TA,Y,SBrkr,TA,0,NA,NA,NA,NA,NA,Alloca,179000
740,60,RL,65,9313,IR1,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,190000
741,70,RM,60,9600,Reg,1Fam,2Story,5,7,BrkTil,Fa,Fa,GasA,Ex,Y,SBrkr,TA,0,NA,TA,Gd,NA,GdPrv,Abnorml,132000
742,20,RL,65,6768,IR1,1Fam,1Story,6,8,CBlock,TA,TA,GasA,Gd,Y,SBrkr,Gd,0,NA,TA,TA,NA,GdPrv,Normal,142000
743,20,RL,65,8450,Reg,1Fam,1Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,TA,0,NA,TA,TA,NA,GdPrv,Normal,179000
744,80,RL,70,12886,IR1,1Fam,SLvl,5,6,CBlock,Gd,TA,GasA,Ex,Y,SBrkr,TA,1,TA,TA,TA,NA,NA,Normal,175000
745,120,RL,41,5395,IR1,TwnhsE,1Story,8,5,PConc,Gd,TA,GasA,Gd,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,180000
746,60,RL,NA,8963,IR1,1Fam,2Story,8,9,CBlock,TA,Gd,GasA,Ex,Y,SBrkr,Gd,2,TA,TA,TA,NA,NA,Normal,299800
747,60,RL,NA,8795,IR1,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,236000
748,70,RM,65,11700,IR1,1Fam,2Story,7,7,Stone,TA,Fa,GasW,TA,N,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,265979
749,20,RL,59,10593,IR1,1Fam,1Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,260400
750,50,RL,50,8405,Reg,1Fam,1.5Fin,4,3,Slab,NA,NA,Wall,TA,N,FuseF,TA,0,NA,TA,TA,NA,NA,Normal,98000
751,50,RM,55,8800,Reg,1Fam,1.5Fin,4,7,BrkTil,TA,Fa,GasA,Gd,Y,SBrkr,TA,0,NA,NA,NA,NA,NA,Normal,96500
752,60,RL,NA,7750,Reg,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,162000
753,20,RL,79,9236,IR1,1Fam,1Story,6,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,217000
754,60,RL,80,10240,Reg,1Fam,2Story,8,5,PConc,Gd,TA,GasA,Gd,Y,SBrkr,Ex,1,Gd,TA,TA,NA,NA,Normal,275500
755,20,RL,61,7930,Reg,1Fam,1Story,6,8,CBlock,TA,TA,GasA,Gd,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,156000
756,160,FV,34,3230,Reg,TwnhsE,2Story,6,5,PConc,Gd,TA,GasA,Gd,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,172500
757,60,RL,68,10769,IR1,1Fam,2Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,212000
758,60,RL,NA,11616,IR1,1Fam,2Story,6,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,1,TA,TA,TA,NA,GdPrv,Abnorml,158900
759,160,FV,24,2280,Reg,Twnhs,2Story,7,5,PConc,Gd,TA,GasA,Gd,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,179400
760,60,RL,65,12257,IR1,1Fam,2Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,290000
761,20,RL,70,9100,Reg,1Fam,1Story,6,6,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,0,NA,Ex,Ex,NA,NA,Normal,127500
762,30,RM,60,6911,Reg,1Fam,1Story,5,5,PConc,TA,TA,GasA,TA,Y,SBrkr,Fa,0,NA,TA,TA,NA,NA,Normal,100000
763,60,FV,72,8640,Reg,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,215200
764,60,RL,82,9430,Reg,1Fam,2Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,337000
765,120,RL,30,9549,IR1,TwnhsE,1Story,8,5,PConc,Gd,Gd,GasA,Ex,Y,SBrkr,Ex,1,Gd,TA,TA,NA,NA,Normal,270000
766,20,RL,75,14587,IR1,1Fam,1Story,9,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Ex,1,Gd,TA,TA,NA,NA,Partial,264132
767,60,RL,80,10421,Reg,1Fam,2Story,7,5,CBlock,Gd,TA,GasA,TA,Y,SBrkr,TA,1,TA,TA,TA,NA,MnPrv,Normal,196500
768,50,RL,75,12508,IR1,1Fam,1.5Fin,6,7,CBlock,Gd,TA,GasA,Ex,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,160000
769,20,RL,70,9100,Reg,1Fam,1Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,216837
770,60,RL,47,53504,IR2,1Fam,2Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Ex,1,Gd,TA,TA,NA,NA,Normal,538000
771,85,RL,NA,7252,IR1,1Fam,SFoyer,5,5,CBlock,Gd,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,134900
772,20,RL,67,8877,Reg,1Fam,1Story,4,5,CBlock,Fa,Fa,GasA,TA,Y,FuseF,TA,0,NA,TA,TA,NA,NA,Normal,102000
773,80,RL,94,7819,Reg,1Fam,SLvl,6,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,1,TA,TA,TA,NA,MnPrv,Abnorml,107000
774,20,RL,70,10150,Reg,1Fam,1Story,5,5,CBlock,TA,TA,GasA,Ex,Y,FuseA,TA,0,NA,TA,TA,NA,NA,Normal,114500
775,20,RL,110,14226,Reg,1Fam,1Story,8,5,PConc,Gd,TA,GasA,Gd,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Partial,395000
776,120,RM,32,4500,Reg,TwnhsE,1Story,6,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,162000
777,20,RL,86,11210,IR1,1Fam,1Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Partial,221500
778,20,RL,100,13350,IR1,1Fam,1Story,5,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,1,Fa,TA,TA,NA,MnPrv,Normal,142500
779,90,RH,60,8400,Reg,Duplex,1Story,5,5,Slab,NA,NA,GasA,TA,Y,SBrkr,TA,2,TA,TA,TA,NA,NA,Normal,144000
780,90,RL,78,10530,Reg,Duplex,SFoyer,6,5,CBlock,Gd,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,135000
781,20,RL,63,7875,Reg,1Fam,1Story,7,5,PConc,Gd,Gd,GasA,Gd,Y,SBrkr,TA,1,TA,TA,TA,NA,NA,Normal,176000
782,60,RL,65,7153,Reg,1Fam,2Story,6,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,175900
783,20,RL,67,16285,IR2,1Fam,1Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,187100
784,85,RL,NA,9101,IR1,1Fam,SFoyer,5,6,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,165500
785,75,RM,35,6300,Reg,1Fam,2.5Unf,6,6,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,1,Gd,NA,NA,NA,NA,Normal,128000
786,20,RL,NA,9790,Reg,1Fam,1Story,6,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,1,Gd,TA,TA,NA,NA,Normal,161500
787,50,RM,60,10800,Reg,1Fam,1.5Fin,5,6,PConc,Fa,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,139000
788,60,RL,76,10142,IR1,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,233000
789,20,RM,50,6000,Reg,1Fam,1Story,4,7,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,0,NA,Fa,TA,NA,NA,Normal,107900
790,60,RL,NA,12205,IR1,1Fam,2Story,6,8,CBlock,TA,Fa,GasA,Gd,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,187500
791,120,RL,43,3182,Reg,TwnhsE,1Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,160200
792,80,RL,NA,11333,IR1,1Fam,SLvl,6,5,PConc,Gd,TA,GasA,TA,Y,SBrkr,TA,2,TA,TA,TA,NA,NA,Normal,146800
793,60,RL,92,9920,IR1,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,TA,1,TA,TA,TA,NA,NA,Normal,269790
794,20,RL,76,9158,Reg,1Fam,1Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Partial,225000
795,60,RL,NA,10832,IR1,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,194500
796,60,RL,70,8400,Reg,1Fam,2Story,6,6,CBlock,Gd,TA,GasA,TA,Y,SBrkr,TA,1,TA,TA,TA,NA,MnPrv,Normal,171000
797,20,RL,71,8197,Reg,1Fam,1Story,6,5,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,1,TA,TA,TA,NA,MnPrv,Normal,143500
798,20,RL,57,7677,Reg,1Fam,1Story,5,5,CBlock,TA,TA,GasA,Gd,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Abnorml,110000
